known_heads,shared_tail,target_relation,answers
"[('MYELOPROLIFERATIVE DISEASE, AUTOSOMAL RECESSIVE', 'manifestation_of'), ('MMM', 'manifestation_of')]","Myeloproliferative disease, unspecified",contraindicated_with_disease,['clozapine (medication)']
"[('MYELOPROLIFERATIVE DISEASE, AUTOSOMAL RECESSIVE', 'manifestation_of'), ('MMM', 'manifestation_of')]","Myeloproliferative disease, unspecified",has_focus,['molecular detection of JAK2 V617F mutation (lab test)']
"[('MYELOPROLIFERATIVE DISEASE, AUTOSOMAL RECESSIVE', 'manifestation_of'), ('MMM', 'manifestation_of')]","Myeloproliferative disease, unspecified",clinically_associated_with,['Leucocytosis (finding)']
"[('sulfadiazine (medication)', 'used_for'), ('sulfisoxazole (medication)', 'used_for')]",sulfanilamide (vaginal),has_ingredient,"['sulfanilamide@15 %@VAGINAL@CREAM (GRAM)', 'AVC 1050mg Vaginal Suppository', 'SULFANILAMIDE 15% VAG CREAM', 'sulfanilamide 1050 MG', 'allantoin / aminacrine / sulfanilamide Vaginal Product']"
"[('sulfadiazine (medication)', 'used_for'), ('sulfisoxazole (medication)', 'used_for')]",sulfanilamide (vaginal),mechanism_of_action_of,['Para-Aminobenzoic Acid Inhibitors [MoA]']
"[('NEOPL SPINAL CORD', 'used_for'), ('spinal cord cancer', 'used_for')]",neoplasm of central nervous system (diagnosis),contraindicated_with_disease,"['2-[p-(2-Chloro-1,2-diphenylvinyl)phenoxy]triethylamine']"
"[('Ruxolitinib withdrawal syndrome (disorder)', 'associated_with'), ('Ruxolitinib dependence (disorder)', 'causative_agent_of')]",Product containing ruxolitinib,has_ingredient,['ruxolitinib 15 MG/ML']
"[('sharp nerve pain', 'may_treat'), ('diabetic nerve damage', 'may_treat')]",N-(4-hydroxy-3-methoxyphenylmethyl) -8-Methyl-6-Nonenamide,has_ingredient,"['capsaicin 1.2 MG/ML', 'Capsaicin 0.075% Topical application Stick', 'capsaicin 0.0025 MG/MG', 'capsaicin@@MISCELL@POWDER (GRAM)']"
"[('sharp nerve pain', 'may_treat'), ('diabetic nerve damage', 'may_treat')]",N-(4-hydroxy-3-methoxyphenylmethyl) -8-Methyl-6-Nonenamide,has_active_ingredient,"['capsaicin + menthol (medication)', 'capsaicin (topical) (medication)', 'Theragen, 0.025% topical cream']"
"[('sharp nerve pain', 'may_treat'), ('diabetic nerve damage', 'may_treat')]",N-(4-hydroxy-3-methoxyphenylmethyl) -8-Methyl-6-Nonenamide,physiologic_effect_of,['Decreased Sensory-Somatic Nervous System Organized Electrical Activity [PE]']
"[('sharp nerve pain', 'may_treat'), ('diabetic nerve damage', 'may_treat')]",N-(4-hydroxy-3-methoxyphenylmethyl) -8-Methyl-6-Nonenamide,therapeutic_class_of,['Anesthetics']
"[('RSDM2', 'manifestation_of'), ('MRT44', 'manifestation_of')]",exophthalmos (diagnosis),associated_with,['disorders of orbit (diagnosis)']
"[('CARPAL TUNNEL SYNDROME, SUSCEPTIBILITY TO', 'manifestation_of'), ('Type 6, Mucopolysaccharidosis', 'manifestation_of')]","Carpal tunnel syndrome, unspecified upper limb",associated_with,"['carpal compression test (physical finding)', 'NEURO']"
"[('Infections, Catheter Associated', 'associated_with'), ('Mechanical complication of nervous system implant (disorder)', 'associated_with')]",Intervention or procedure,associated_with,"['Complication due to imaging of patient with implanted medical device (disorder)', 'accidental intraoperative musculoskeletal laceration complicating a procedure (diagnosis)', 'Hematoma complic proc', 'visit for: test (symptom)', 'Injection site nodule (disorder)']"
"[('Infections, Catheter Associated', 'associated_with'), ('Mechanical complication of nervous system implant (disorder)', 'associated_with')]",Intervention or procedure,clinically_associated_with,['Atherosclerosis of coronary artery (disorder)']
"[('KFSD', 'manifestation_of'), (""Clouston's Hidrotic Ectodermal Dysplasia"", 'manifestation_of')]",blepharitis (diagnosis),associated_with,['EYELID DIS']
"[('KFSD', 'manifestation_of'), (""Clouston's Hidrotic Ectodermal Dysplasia"", 'manifestation_of')]",blepharitis (diagnosis),co-occurs_with,['Periocular infection']
"[('KFSD', 'manifestation_of'), (""Clouston's Hidrotic Ectodermal Dysplasia"", 'manifestation_of')]",blepharitis (diagnosis),may_treat,['natamycin ophthalmic (medication)']
"[('Streptavidin (substance)', 'used_for'), ('METAB INBORN ERR', 'may_treat')]",Vitamin B7,has_ingredient,"['biotin 0.1 MG', 'biotin / cysteine / silicon dioxide Oral Tablet', 'biotin@100 %@MISCELL@POWDER (GRAM)', 'BIOTIN 2.5MG TAB', 'Geritol Complete Tablets']"
"[('Streptavidin (substance)', 'used_for'), ('METAB INBORN ERR', 'may_treat')]",Vitamin B7,has_active_ingredient,['vitamin B complex + biotin + folic acid (medication)']
"[('Streptavidin (substance)', 'used_for'), ('METAB INBORN ERR', 'may_treat')]",Vitamin B7,physiologic_effect_of,['Cellular Activity Alteration [PE]']
"[('AGM9', 'manifestation_of'), ('AGM3', 'manifestation_of')]",Agammaglobulinemia (disorder),used_for,['hypogammaglobulinemia (diagnosis)']
"[('HYPOVENTILATION SYMPTOMS', 'co-occurs_with'), ('Apnea in full-term infants', 'used_for')]",Sleep apnoea (disorder),associated_with,['NEURO']
"[('HYPOVENTILATION SYMPTOMS', 'co-occurs_with'), ('Apnea in full-term infants', 'used_for')]",Sleep apnoea (disorder),contraindicated_with_disease,"['Ozanimod hydrochloride (substance)', 'N/A']"
"[('HYPOVENTILATION SYMPTOMS', 'co-occurs_with'), ('Apnea in full-term infants', 'used_for')]",Sleep apnoea (disorder),has_focus,['fabrication and placement of custom sleep apnea appliance (treatment)']
"[('HYPOVENTILATION SYMPTOMS', 'co-occurs_with'), ('Apnea in full-term infants', 'used_for')]",Sleep apnoea (disorder),clinically_associated_with,['weight (physical finding)']
"[('Oral mucosa (body structure)', 'has_finding_site'), ('Skin structure of foot (body structure)', 'has_finding_site')]",foot and mouth disease (diagnosis),associated_with,['FOOT MOUTH DIS VIRUS']
"[('Oral mucosa (body structure)', 'has_finding_site'), ('Skin structure of foot (body structure)', 'has_finding_site')]",foot and mouth disease (diagnosis),associated_morphology_of,['INFLAMM']
"[('Aotal', 'used_for'), ('Acamprosate calcium (substance)', 'used_for')]",Acamprosate (substance),has_ingredient,['Acamprosate-containing product in oral dose form']
"[('Aotal', 'used_for'), ('Acamprosate calcium (substance)', 'used_for')]",Acamprosate (substance),mechanism_of_action_of,['NMDA Receptor Antagonists [MoA]']
"[('Poisoning by aminocaproic acid (disorder)', 'causative_agent_of'), ('defibrination syndrome (diagnosis)', 'contraindicated_with_disease')]",aminocaproic acid (medication),has_ingredient,"['Aminocaproic acid 500mg tablet', '6-aminocaproic acid Injectable Product']"
"[('Poisoning by aminocaproic acid (disorder)', 'causative_agent_of'), ('defibrination syndrome (diagnosis)', 'contraindicated_with_disease')]",aminocaproic acid (medication),therapeutic_class_of,['Blood Products/Modifiers/Volume Expanders']
"[('Poisoning by aminocaproic acid (disorder)', 'causative_agent_of'), ('defibrination syndrome (diagnosis)', 'contraindicated_with_disease')]",aminocaproic acid (medication),mechanism_of_action_of,['Enzyme Inhibitors']
"[('allergen resource', 'used_for'), ('sensitizing antigen', 'used_for')]",Allergen solutions,used_for,['Antigen (substance)']
"[('C5D', 'manifestation_of'), ('PREDNISONE TREATMENT CHRONIC', 'clinically_associated_with')]",systemic lupus erythematosus (diagnosis),associated_with,"['subacute bacterial endocarditis due to systemic lupus erythematosus (diagnosis)', 'susceptibility to systemic lupus erythematosus (diagnosis)']"
"[('C5D', 'manifestation_of'), ('PREDNISONE TREATMENT CHRONIC', 'clinically_associated_with')]",systemic lupus erythematosus (diagnosis),contraindicated_with_disease,['Auranofin - chemical (substance)']
"[('C5D', 'manifestation_of'), ('PREDNISONE TREATMENT CHRONIC', 'clinically_associated_with')]",systemic lupus erythematosus (diagnosis),may_treat,['hydroxychloroquine sulfate (medication)']
"[('C5D', 'manifestation_of'), ('PREDNISONE TREATMENT CHRONIC', 'clinically_associated_with')]",systemic lupus erythematosus (diagnosis),clinically_associated_with,['anemia (diagnosis)']
"[('Measurement of Leishmania mexicana antibody (procedure)', 'causative_agent_of'), ('Measurement of Leishmania donovani antibody (procedure)', 'causative_agent_of')]",Leishmania species,has_component,['skin lesion smear leishmania (lab test)']
"[('opioid-related disorders (diagnosis)', 'contraindicated_with_disease'), ('Decreased respiratory function (finding)', 'contraindicated_with_disease')]",Butorphanol (substance),has_ingredient,"['butorphanol tartrate 1 MG/ACTUAT', 'butorphanol nasal', 'butorphanol Inhalant Product', 'BUTORPHANOL TARTRATE 1 mg in 1 mL INTRAVENOUS INJECTION, SOLUTION', 'butorphanol tartrate 2 MG/ML']"
"[('opioid-related disorders (diagnosis)', 'contraindicated_with_disease'), ('Decreased respiratory function (finding)', 'contraindicated_with_disease')]",Butorphanol (substance),therapeutic_class_of,['Analgesics']
"[('5-(1-hydroxy-2-((2-(2-methoxyphenoxy)ethyl)amino)ethyl)-2-methylbenzenesulfonamide', 'therapeutic_class_of'), ('muscle relaxants smooth ethaverine hydrochloride', 'therapeutic_class_of')]",Cardiovascular Agent [TC],has_active_ingredient,['trimethobenzamide HCl@100 mg/mL@INTRAMUSC@AMPUL (ML)']
"[('budesonide (medication)', 'used_for'), ('17-Ketogenic steroid (substance)', 'used_for')]",Therapeutic Glucocorticoid,has_component,"['test panels serum or plasma synthetic glucocorticoid', 'synthetic glucocorticoid panel in urine (lab test)']"
"[('budesonide (medication)', 'used_for'), ('17-Ketogenic steroid (substance)', 'used_for')]",Therapeutic Glucocorticoid,has_active_ingredient,"['triamcinolone acetonide@50 mcg@NASAL@SPRAY, NON-AEROSOL (ML)']"
"[('VIOKASE TREATMENT', 'co-occurs_with'), ('Exocrine pancreatic insufficiency (EPI)', 'clinically_associated_with')]",chronic relapsing pancreatitis (diagnosis),has_phenotype,"['SPINK1, MET1THR']"
"[('VIOKASE TREATMENT', 'co-occurs_with'), ('Exocrine pancreatic insufficiency (EPI)', 'clinically_associated_with')]",chronic relapsing pancreatitis (diagnosis),clinically_associated_with,['acquired immunodeficiency syndrome (AIDS) (diagnosis)']
"[('(Torticollis unspecified) or (contracture of neck) (disorder)', 'may_treat'), (""reye 's syndrome"", 'may_treat')]",perphenazine (medication),has_ingredient,"['Amitriptyline Hydrochloride/Perphenazine 10 MG-2 MG Oral Tablet [ETRAFON 2-10]', 'amitriptyline / perphenazine Oral Tablet', 'PERPHENAZINE 16 mg ORAL TABLET, FILM COATED [Perphenazine]']"
"[('(Torticollis unspecified) or (contracture of neck) (disorder)', 'may_treat'), (""reye 's syndrome"", 'may_treat')]",perphenazine (medication),has_active_ingredient,"['amitriptyline, perphenazine drug combination', 'antidepressants perphenazine + amitriptyline HCl', 'Perphenazine [no drugs here] (substance)', 'PERPHENAZINE 4 mg ORAL TABLET, FILM COATED [Perphenazine]']"
"[('(Torticollis unspecified) or (contracture of neck) (disorder)', 'may_treat'), (""reye 's syndrome"", 'may_treat')]",perphenazine (medication),physiologic_effect_of,['Decreased Dopamine Activity [PE]']
"[('Storage Disease, Lipofuscin', 'may_treat'), ('Creation of ventriculoperitoneal shunt (& [Cordis] or [Hakim]) (procedure)', 'contraindicated_with_disease')]",RECOMBINANT HUMAN TRIPEPTIDYL PEPTIDASE-1,has_active_ingredient,['Brineura 150 MG per 5 ML Intraventricular Injection']
"[('Storage Disease, Lipofuscin', 'may_treat'), ('Creation of ventriculoperitoneal shunt (& [Cordis] or [Hakim]) (procedure)', 'contraindicated_with_disease')]",RECOMBINANT HUMAN TRIPEPTIDYL PEPTIDASE-1,therapeutic_class_of,['Enzyme Replacements/Modifiers']
"[('tooth abscess (physical finding)', 'co-occurs_with'), ('Otitis media, unspecified, unspecified ear', 'clinically_associated_with')]","Otalgia, unspecified ear",may_treat,['benzocaine for hemorrhoids (medication)']
"[('[D]Anorexia NOS (situation)', 'may_treat'), ('Cachexia (disorder)', 'may_treat')]",Megestrol (substance),has_ingredient,"['Megestrol acetate 20mg tablet', 'megestrol acetate 20 MG']"
"[('[D]Anorexia NOS (situation)', 'may_treat'), ('Cachexia (disorder)', 'may_treat')]",Megestrol (substance),physiologic_effect_of,['Appetite Stimulation']
"[('[D]Anorexia NOS (situation)', 'may_treat'), ('Cachexia (disorder)', 'may_treat')]",Megestrol (substance),therapeutic_class_of,"['Hormonal Agents, Stimulant/Replacement/Modifying (Sex Hormones/Modifiers)']"
"[('Structure of nose, unspecified', 'has_finding_site'), ('Nasal bone structure (body structure)', 'has_finding_site')]",Overdevelopment of nasal bones (disorder),associated_morphology_of,['Acquired deformity NOS (disorder)']
"[('Plasmodium gallinaceum (organism)', 'used_for'), ('Plasmodium falciparum malaria (diagnosis)', 'causative_agent_of')]",Plasmodium <Plasmodium>,has_component,['blood Plasmodium detection by polymerase chain reaction test (lab test)']
"[('Labium oris', 'has_finding_site'), ('Region of jaw', 'has_finding_site')]",tissue injury of lip,co-occurs_with,['abscess of lip (diagnosis)']
"[('Labium oris', 'has_finding_site'), ('Region of jaw', 'has_finding_site')]",tissue injury of lip,associated_morphology_of,['Damage (morphologic abnormality)']
"[('SYRINGOMYELIA, NONCOMMUNICATING ISOLATED', 'manifestation_of'), ('Fusion of cervical spine (procedure)', 'clinically_associated_with')]",(Cervicalgia) or (neck pain NOS) (disorder),co-occurs_with,['back ache (diagnosis)']
"[('SYRINGOMYELIA, NONCOMMUNICATING ISOLATED', 'manifestation_of'), ('Fusion of cervical spine (procedure)', 'clinically_associated_with')]",(Cervicalgia) or (neck pain NOS) (disorder),may_treat,['rimabotulinum toxin B']
"[('Poisoning caused by thyroid hormone', 'causative_agent_of'), ('extracts thyroid', 'used_for')]",Thyroid Gland Hormone,has_component,['Assay of thyroid (t3 or t4)']
"[('pituitary transplantation', 'used_for'), ('Mammotroph', 'used_for')]","Nervous System, Pituitary",has_finding_site,"[""Equine Cushing's disease"", 'Familial congenital hypopituitarism', 'pituitary non-secretory (chromophobe) adenoma', 'basophil carcinoma of pituitary gland (diagnosis)', 'marginal zone B-cell lymphoma of pituitary gland (diagnosis)', 'glassy cell carcinoma of pituitary gland (diagnosis)', 'pituitary dermoid and epidermoid cysts (diagnosis)', 'RETINITIS PIGMENTOSA SYNDROME']"
"[('pituitary transplantation', 'used_for'), ('Mammotroph', 'used_for')]","Nervous System, Pituitary",has_direct_procedure_site,"['irradiation of pituitary gland (treatment)', 'CT scan of head and pituitary and sella turcica (procedure)', 'Removal of normal pituitary gland (procedure)', 'incision & drainage of pituitary abscess (treatment)', 'Pituitary &/or pineal operations (procedure)', 'transsphenoidal partial excision of neoplasm of pituitary gland (treatment)', 'Excision of neoplasm of pituitary (procedure)']"
"[('pituitary transplantation', 'used_for'), ('Mammotroph', 'used_for')]","Nervous System, Pituitary",has_procedure_site,"['Remove pituit tumor w/scope', 'CRANIOT HYPOPHYSEC/EXC PITUITARY TUMOR ICRL APPR']"
"[('Niacin (substance)', 'has_active_ingredient'), ('simvastatin (medication)', 'has_active_ingredient')]",Niacin + Simvastatin (product),has_ingredient,"['niacin/simvastatin@750 mg-20 mg@ORAL@TABLET,EXTENDED RELEASE MULTIPHASE 24 HR']"
"[('disorder of optic chiasm (diagnosis)', 'associated_with'), ('Atrophy of optic disc (disorder)', 'associated_with')]",optic nerve disorders (diagnosis),associated_with,['optic neuritis (diagnosis)']
"[('Arcuate uterus (disorder)', 'location_of'), ('Venae uterinae', 'used_for')]","Genital System, Female, Uterus",has_finding_site,"['Abnormal uterine bleeding unrelated to menstrual cycle (disorder)', 'damage to uterus following ectopic pregnancy (diagnosis)', 'Calcification of uterus (disorder)', 'Hemorrhage of uterine artery (disorder)', 'chronic endomyometritis (diagnosis)', 'parasitic leiomyoma of uterus (diagnosis)', 'biopsy ovary carcinoma in situ utero-ovarian (procedure)', 'keratinizing squamous cell carcinoma of uterus (diagnosis)', 'uterine adhesions (diagnosis)', 'pleomorphic carcinoma of uterus (diagnosis)', 'papillary carcinoma of uterus (diagnosis)', 'Contagious equine metritis (disorder)', 'Metritis (disorder)', 'Adenosarcoma of uterus (disorder)', 'mass of uterus (physical finding)', 'ovarian pregnancy with intrauterine pregnancy (diagnosis)', 'adenocarcinoma of uterus (diagnosis)', 'Late menarche (finding)', 'Acute metritis (disorder)', 'carcinoma in situ of cervix uteri (diagnosis)', 'Delivery by cesarean section for flexed breech presentation (history)', 'cesarean delivery (diagnosis)', 'Gravid uterus size for dates discrepancy (finding)', 'uterine specimen for low risk human papilloma virus DNA test', 'angioimmunoblastic T-cell lymphoma of uterus not having achieved remission (diagnosis)', 'precursor B-cell lymphoblastic lymphoma of uterus (diagnosis)']"
